hotel;is_canceled;lead_time;arrival_date_year;arrival_date_month;arrival_date_week_number;arrival_date_day_of_month;stays_in_weekend_nights;stays_in_week_nights;adults;children;babies;meal;country;market_segment;distribution_channel;is_repeated_guest;previous_cancellations;previous_bookings_not_canceled;reserved_room_type;assigned_room_type;booking_changes;deposit_type;agent;company;days_in_waiting_list;customer_type;adr;required_car_parking_spaces;total_of_special_requests;reservation_status;reservation_status_date
Resort Hotel;0;3;2018;November;46;9;1;0;1;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;D;0;No Deposit;240;;0;Transient;49;0;2;Check-Out;2018-11-10
Resort Hotel;0;3;2018;November;46;9;1;0;1;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;D;0;No Deposit;240;;0;Transient;55;1;2;Check-Out;2018-11-10
Resort Hotel;0;5;2018;November;46;9;1;0;1;0;0;BB;ESP;Direct;Direct;0;0;0;A;D;0;No Deposit;;;0;Transient;40;0;0;Check-Out;2018-11-10
Resort Hotel;0;0;2018;November;46;9;1;1;3;1;0;BB;PRT;Online TA;TA/TO;0;0;0;H;H;1;No Deposit;240;;0;Transient;108;1;0;Check-Out;2018-11-11
Resort Hotel;0;0;2018;November;46;9;1;0;2;0;0;BB;PRT;Direct;Direct;0;0;0;A;C;1;No Deposit;334;281;0;Group;48;0;0;Check-Out;2018-11-10
Resort Hotel;0;11;2018;November;46;9;1;2;2;0;0;HB;ESP;Online TA;TA/TO;0;0;0;A;D;2;No Deposit;240;;0;Transient;88;0;1;Check-Out;2018-11-12
Resort Hotel;0;14;2018;November;46;9;1;3;1;0;0;BB;PRT;Corporate;Corporate;0;0;0;A;D;0;No Deposit;;47;0;Transient;35;0;0;Check-Out;2018-11-13
Resort Hotel;0;2;2018;November;46;9;1;3;2;0;0;HB;ESP;Online TA;TA/TO;0;0;0;A;A;1;No Deposit;241;;0;Transient;77.2;1;1;Check-Out;2018-11-13
Resort Hotel;0;79;2018;November;46;9;1;5;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;E;E;0;No Deposit;314;;0;Contract;56.2;0;1;Check-Out;2018-11-15
Resort Hotel;0;79;2018;November;46;9;1;5;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;E;E;0;No Deposit;314;;0;Contract;56.2;0;1;Check-Out;2018-11-15
Resort Hotel;0;49;2018;November;46;9;1;3;2;0;0;BB;FRA;Online TA;TA/TO;0;0;0;A;D;0;No Deposit;240;;0;Transient;52.2;0;2;Check-Out;2018-11-13
Resort Hotel;0;164;2018;November;46;9;2;5;2;0;0;HB;FRA;Online TA;TA/TO;0;0;0;A;D;0;No Deposit;240;;0;Transient;61.2;1;0;Check-Out;2018-11-16
Resort Hotel;0;50;2018;November;46;10;0;2;2;0;0;HB;GBR;Offline TA/TO;TA/TO;0;0;0;D;D;0;No Deposit;156;;0;Transient;55;0;0;Check-Out;2018-11-12
Resort Hotel;0;0;2018;November;46;10;0;2;1;0;0;BB;PRT;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;240;;0;Transient;58;0;0;Check-Out;2018-11-12
Resort Hotel;0;36;2018;November;46;10;0;5;2;1;0;BB;ESP;Direct;Direct;0;0;0;A;D;2;No Deposit;250;;0;Transient;73.2;1;0;Check-Out;2018-11-15
Resort Hotel;0;0;2018;November;46;11;0;1;2;0;0;BB;PRT;Direct;Direct;0;0;0;A;E;0;No Deposit;;;0;Transient;79;1;0;Check-Out;2018-11-12
Resort Hotel;0;6;2018;November;46;11;0;1;1;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;D;D;1;No Deposit;96;;0;Transient;37;1;0;Check-Out;2018-11-12
Resort Hotel;0;32;2018;November;46;11;0;4;1;0;0;BB;ESP;Corporate;Corporate;0;0;0;A;C;4;No Deposit;324;324;0;Transient-Party;40.5;1;0;Check-Out;2018-11-15
Resort Hotel;0;60;2018;November;46;11;0;4;1;0;0;BB;GBR;Online TA;TA/TO;0;0;0;A;C;0;No Deposit;240;;0;Transient;53;0;1;Check-Out;2018-11-15
Resort Hotel;0;166;2018;November;46;11;0;4;1;0;0;BB;DEU;Online TA;TA/TO;0;0;0;A;D;0;No Deposit;240;;0;Transient;27.9;0;1;Check-Out;2018-11-15
Resort Hotel;0;0;2018;November;46;11;0;4;2;0;0;BB;CHE;Online TA;TA/TO;0;0;0;D;D;1;No Deposit;240;;0;Transient;73;0;0;Check-Out;2018-11-15
Resort Hotel;0;53;2018;November;46;11;0;4;1;0;0;BB;GBR;Online TA;TA/TO;0;0;0;E;E;1;No Deposit;240;;0;Transient;85.5;1;1;Check-Out;2018-11-15
Resort Hotel;0;60;2018;November;46;11;0;4;1;0;0;BB;GBR;Online TA;TA/TO;0;0;0;A;D;0;No Deposit;240;;0;Transient;53;0;1;Check-Out;2018-11-15
Resort Hotel;0;61;2018;November;46;11;0;4;2;0;0;BB;PRT;Corporate;Corporate;0;0;0;A;C;3;No Deposit;281;;0;Contract;48;0;0;Check-Out;2018-11-15
Resort Hotel;0;40;2018;November;46;11;0;4;1;0;0;BB;PRT;Corporate;Corporate;0;0;0;A;A;2;No Deposit;185;281;0;Transient-Party;36;0;0;Check-Out;2018-11-15
Resort Hotel;0;56;2018;November;46;11;0;4;1;0;0;BB;GBR;Online TA;TA/TO;0;0;0;A;D;0;No Deposit;240;;0;Transient;53;0;1;Check-Out;2018-11-15
Resort Hotel;0;32;2018;November;46;11;0;4;2;0;0;BB;ESP;Corporate;Corporate;0;0;0;A;C;4;No Deposit;324;324;0;Transient-Party;43.2;0;0;Check-Out;2018-11-15
Resort Hotel;0;166;2018;November;46;11;0;4;1;0;0;BB;DEU;Online TA;TA/TO;0;0;0;A;D;1;No Deposit;240;;0;Transient;27.9;0;1;Check-Out;2018-11-15
Resort Hotel;0;56;2018;November;46;11;0;4;1;0;0;BB;GBR;Online TA;TA/TO;0;0;0;A;D;0;No Deposit;240;;0;Transient;53;0;1;Check-Out;2018-11-15
Resort Hotel;0;60;2018;November;46;11;0;4;1;0;0;BB;GBR;Online TA;TA/TO;0;0;0;A;D;0;No Deposit;240;;0;Transient;59;1;1;Check-Out;2018-11-15
Resort Hotel;0;39;2018;November;46;11;1;4;2;0;0;BB;DEU;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;240;;0;Transient;66.6;0;0;Check-Out;2018-11-16
Resort Hotel;0;103;2018;November;46;11;1;4;2;0;0;BB;DEU;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;;0;Transient;49.6;0;2;Check-Out;2018-11-16
Resort Hotel;0;32;2018;November;46;11;0;3;1;0;0;BB;DEU;Corporate;Corporate;0;0;0;A;A;3;No Deposit;324;324;0;Transient;36;0;0;Check-Out;2018-11-14
Resort Hotel;0;49;2018;November;46;12;0;2;2;0;0;BB;SWE;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;240;;0;Transient-Party;68;0;2;Check-Out;2018-11-14
Resort Hotel;0;33;2018;November;46;12;0;2;1;0;0;BB;PRT;Corporate;Corporate;0;0;0;A;C;3;No Deposit;324;324;0;Transient-Party;36;0;0;Check-Out;2018-11-14
Resort Hotel;0;41;2018;November;46;12;0;3;2;0;0;BB;AUT;Corporate;Corporate;0;0;0;E;E;1;No Deposit;185;281;0;Transient-Party;52.2;0;0;Check-Out;2018-11-15
Resort Hotel;0;33;2018;November;46;12;0;3;1;0;0;BB;FRA;Corporate;Corporate;0;0;0;A;E;2;No Deposit;334;281;0;Transient-Party;40;0;0;Check-Out;2018-11-15
Resort Hotel;0;70;2018;November;46;12;0;3;2;0;0;BB;ITA;Online TA;TA/TO;0;0;0;A;D;0;No Deposit;240;;0;Transient;66;1;0;Check-Out;2018-11-15
Resort Hotel;0;33;2018;November;46;12;0;3;1;0;0;BB;FRA;Corporate;Corporate;0;0;0;A;C;2;No Deposit;334;281;0;Transient-Party;40;0;0;Check-Out;2018-11-15
Resort Hotel;0;21;2018;November;46;12;0;3;1;0;0;BB;FRA;Corporate;Corporate;0;0;0;A;A;1;No Deposit;334;281;0;Transient-Party;40;0;0;Check-Out;2018-11-15
Resort Hotel;0;33;2018;November;46;12;0;3;1;0;0;BB;FRA;Corporate;Corporate;0;0;0;A;A;3;No Deposit;334;281;0;Transient-Party;40;0;0;Check-Out;2018-11-15
Resort Hotel;0;21;2018;November;46;12;0;3;1;0;0;BB;PRT;Corporate;Corporate;0;0;0;A;E;0;No Deposit;334;281;0;Transient-Party;40;0;0;Check-Out;2018-11-15
Resort Hotel;0;33;2018;November;46;12;0;3;1;0;0;BB;FRA;Corporate;Corporate;0;0;0;A;E;4;No Deposit;334;281;0;Transient-Party;40;0;0;Check-Out;2018-11-15
Resort Hotel;0;49;2018;November;46;12;0;2;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;240;;0;Transient-Party;68;0;2;Check-Out;2018-11-14
Resort Hotel;0;2;2018;November;46;12;0;3;2;0;0;BB;RUS;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;240;;0;Transient-Party;78;0;1;Check-Out;2018-11-15
Resort Hotel;0;33;2018;November;46;12;0;3;1;0;0;BB;FRA;Corporate;Corporate;0;0;0;A;C;1;No Deposit;334;281;0;Transient-Party;40;0;0;Check-Out;2018-11-15
Resort Hotel;0;3;2018;November;46;12;0;3;2;2;0;BB;RUS;Online TA;TA/TO;0;0;0;G;G;1;No Deposit;240;;0;Transient;104;1;0;Check-Out;2018-11-15
Resort Hotel;0;2;2018;November;46;12;0;3;2;0;0;BB;RUS;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;240;;0;Transient-Party;78;0;1;Check-Out;2018-11-15
Resort Hotel;0;21;2018;November;46;12;0;3;2;0;0;BB;NLD;Corporate;Corporate;0;0;0;A;D;2;No Deposit;334;281;0;Transient-Party;48;0;0;Check-Out;2018-11-15
Resort Hotel;0;33;2018;November;46;12;0;3;1;0;0;BB;FRA;Corporate;Corporate;0;0;0;A;C;2;No Deposit;334;281;0;Transient-Party;40;1;0;Check-Out;2018-11-15
Resort Hotel;0;82;2018;November;46;12;1;3;2;0;0;BB;CHE;Online TA;TA/TO;0;0;0;E;E;0;No Deposit;240;;0;Transient;77.1;1;1;Check-Out;2018-11-16
Resort Hotel;0;33;2018;November;46;12;0;2;1;0;0;BB;ESP;Corporate;Corporate;0;0;0;A;F;4;No Deposit;324;324;0;Transient-Party;36;0;0;Check-Out;2018-11-14
Resort Hotel;0;42;2018;November;46;13;0;0;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;I;1;No Deposit;240;;0;Transient-Party;0;0;2;Check-Out;2018-11-13
Resort Hotel;0;42;2018;November;46;13;0;0;1;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;I;0;No Deposit;240;;0;Transient-Party;0;0;2;Check-Out;2018-11-13
Resort Hotel;0;2;2018;November;46;13;0;1;2;0;0;BB;PRT;Direct;Direct;0;0;0;A;D;0;No Deposit;185;281;0;Transient-Party;43.2;0;0;Check-Out;2018-11-14
Resort Hotel;0;1;2018;November;46;13;0;1;2;0;0;BB;ITA;Online TA;TA/TO;0;0;0;D;F;0;No Deposit;240;;0;Transient;78;0;1;Check-Out;2018-11-14
Resort Hotel;0;31;2018;November;46;13;0;2;2;0;0;BB;PRT;Direct;Direct;0;0;0;F;F;0;No Deposit;;;0;Transient;78;0;0;Check-Out;2018-11-15
Resort Hotel;0;3;2018;November;46;13;0;1;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;240;;0;Transient;78;0;1;Check-Out;2018-11-14
Resort Hotel;0;2;2018;November;46;13;0;2;1;0;0;BB;PRT;Direct;Direct;0;0;0;E;E;0;No Deposit;;;0;Transient;51;0;0;Check-Out;2018-11-15
Resort Hotel;0;15;2018;November;46;13;0;2;2;0;0;BB;ITA;Corporate;Corporate;0;0;0;E;E;0;No Deposit;185;281;0;Transient-Party;58.2;1;0;Check-Out;2018-11-15
Resort Hotel;0;5;2018;November;46;14;2;2;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;F;F;0;No Deposit;241;;0;Transient;68;1;1;Check-Out;2018-11-18
Resort Hotel;0;94;2018;November;46;14;2;6;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;E;E;0;No Deposit;240;;0;Transient;55.1;0;2;Check-Out;2018-11-22
Resort Hotel;0;10;2018;November;47;15;2;0;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;240;;0;Transient;58;0;1;Check-Out;2018-11-17
Resort Hotel;0;79;2018;November;47;15;2;5;2;0;0;HB;GBR;Offline TA/TO;TA/TO;0;0;0;E;E;0;No Deposit;6;;0;Transient;72.5;1;0;Check-Out;2018-11-22
Resort Hotel;0;74;2018;November;47;16;0;0;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;242;;0;Transient;0;0;0;Check-Out;2018-11-16
Resort Hotel;0;74;2018;November;47;16;0;0;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;242;;0;Transient;0;0;1;Check-Out;2018-11-16
Resort Hotel;0;0;2018;November;47;16;0;0;2;1;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;6;;0;Transient;0;0;1;Check-Out;2018-11-16
Resort Hotel;0;0;2018;November;47;17;0;0;2;0;1;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;E;0;No Deposit;321;;0;Transient;0;1;1;Check-Out;2018-11-17
Resort Hotel;0;28;2018;November;47;17;0;2;2;0;0;BB;FRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;;0;Transient;54;1;0;Check-Out;2018-11-19
Resort Hotel;0;46;2018;November;47;17;0;4;2;0;0;BB;GBR;Offline TA/TO;TA/TO;0;0;0;A;A;1;No Deposit;115;;0;Transient;28.1;0;0;Check-Out;2018-11-21
Resort Hotel;0;16;2018;November;47;18;0;2;1;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;D;0;No Deposit;240;;0;Transient;36;1;0;Check-Out;2018-11-20
Resort Hotel;0;193;2018;November;47;18;0;3;1;0;0;BB;NOR;Online TA;TA/TO;0;0;0;A;D;0;No Deposit;240;;0;Transient;4;0;1;Check-Out;2018-11-21
Resort Hotel;0;105;2018;November;47;18;2;4;2;0;0;Undefined;ESP;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;313;;65;Transient-Party;69;0;0;Check-Out;2018-11-24
Resort Hotel;0;105;2018;November;47;18;2;4;2;0;0;Undefined;ESP;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;313;;65;Transient-Party;69;0;0;Check-Out;2018-11-24
Resort Hotel;0;105;2018;November;47;18;2;4;2;0;0;Undefined;ESP;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;313;;65;Transient-Party;69;0;0;Check-Out;2018-11-24
Resort Hotel;0;62;2018;November;47;18;2;4;2;0;0;Undefined;ESP;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;313;;0;Transient-Party;69;0;0;Check-Out;2018-11-24
Resort Hotel;0;105;2018;November;47;18;2;4;2;0;0;Undefined;ESP;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;313;;65;Transient-Party;69;0;0;Check-Out;2018-11-24
Resort Hotel;0;105;2018;November;47;18;2;4;2;0;0;Undefined;ESP;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;313;;65;Transient-Party;69;0;0;Check-Out;2018-11-24
Resort Hotel;0;105;2018;November;47;18;2;4;2;0;0;Undefined;ESP;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;313;;65;Transient-Party;69;0;0;Check-Out;2018-11-24
Resort Hotel;0;62;2018;November;47;18;2;4;1;0;0;Undefined;ESP;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;313;;0;Transient-Party;49;0;0;Check-Out;2018-11-24
Resort Hotel;0;105;2018;November;47;18;2;4;2;0;0;Undefined;ESP;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;313;;65;Transient-Party;69;0;0;Check-Out;2018-11-24
Resort Hotel;0;105;2018;November;47;18;2;4;2;0;0;Undefined;ESP;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;313;;65;Transient-Party;69;0;0;Check-Out;2018-11-24
Resort Hotel;0;105;2018;November;47;18;2;4;2;0;0;Undefined;ESP;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;313;;65;Transient-Party;69;0;0;Check-Out;2018-11-24
Resort Hotel;0;105;2018;November;47;18;2;4;2;0;0;Undefined;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;1;No Deposit;313;;65;Transient-Party;71;0;0;Check-Out;2018-11-24
Resort Hotel;0;105;2018;November;47;18;2;4;2;0;0;Undefined;ESP;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;313;;65;Transient-Party;69;0;0;Check-Out;2018-11-24
Resort Hotel;0;105;2018;November;47;18;2;4;1;0;0;Undefined;ESP;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;313;;65;Transient-Party;18.5;0;0;Check-Out;2018-11-24
Resort Hotel;0;105;2018;November;47;18;2;4;2;0;0;Undefined;ESP;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;313;;65;Transient-Party;69;0;0;Check-Out;2018-11-24
Resort Hotel;0;12;2018;November;47;18;2;4;2;0;0;Undefined;ESP;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;313;;0;Transient-Party;69;0;0;Check-Out;2018-11-24
Resort Hotel;0;105;2018;November;47;18;2;4;2;0;0;Undefined;ESP;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;313;;65;Transient-Party;69;0;0;Check-Out;2018-11-24
Resort Hotel;0;105;2018;November;47;18;2;4;2;0;0;Undefined;ESP;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;313;;65;Transient-Party;69;0;0;Check-Out;2018-11-24
Resort Hotel;0;105;2018;November;47;18;2;4;2;0;0;Undefined;ESP;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;313;;65;Transient-Party;69;0;0;Check-Out;2018-11-24
Resort Hotel;0;62;2018;November;47;18;2;4;2;0;0;Undefined;ESP;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;313;;0;Transient-Party;69;0;0;Check-Out;2018-11-24
Resort Hotel;0;62;2018;November;47;18;2;4;2;0;0;Undefined;ESP;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;313;;0;Transient-Party;69;0;0;Check-Out;2018-11-24
Resort Hotel;0;105;2018;November;47;18;2;4;2;0;0;Undefined;ESP;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;313;;65;Transient-Party;69;0;0;Check-Out;2018-11-24
Resort Hotel;0;62;2018;November;47;18;2;4;2;0;0;Undefined;ESP;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;313;;0;Transient-Party;69;0;0;Check-Out;2018-11-24
Resort Hotel;0;105;2018;November;47;18;2;4;2;0;0;Undefined;ESP;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;313;;65;Transient-Party;69;0;0;Check-Out;2018-11-24
Resort Hotel;0;105;2018;November;47;18;2;4;2;0;0;Undefined;ESP;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;313;;65;Transient-Party;69;0;0;Check-Out;2018-11-24
Resort Hotel;0;163;2018;November;47;18;2;5;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;241;;0;Transient;26.3;0;1;Check-Out;2018-11-25
Resort Hotel;0;10;2018;November;47;19;0;2;2;1;0;BB;POL;Online TA;TA/TO;0;0;0;C;C;0;No Deposit;241;;0;Transient;47.1;0;1;Check-Out;2018-11-21
Resort Hotel;0;19;2018;November;47;19;0;3;2;0;0;BB;DEU;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;171;;0;Transient;26.1;0;0;Check-Out;2018-11-22
Resort Hotel;0;45;2018;November;47;19;0;3;2;0;0;HB;FRA;Online TA;TA/TO;0;0;0;E;E;1;No Deposit;240;;0;Transient;86;0;2;Check-Out;2018-11-22
Resort Hotel;0;16;2018;November;47;19;1;3;2;2;0;BB;FRA;Online TA;TA/TO;0;0;0;G;G;0;No Deposit;240;;0;Transient;98;1;0;Check-Out;2018-11-23
Resort Hotel;0;50;2018;November;47;19;1;3;2;0;0;HB;NLD;Direct;Direct;0;0;0;E;E;0;No Deposit;250;;0;Transient;77.6;0;1;Check-Out;2018-11-23
Resort Hotel;0;50;2018;November;47;19;1;3;2;0;0;HB;NLD;Direct;Direct;0;0;0;E;E;0;No Deposit;250;;0;Transient;77.6;0;1;Check-Out;2018-11-23
Resort Hotel;0;36;2018;November;47;20;0;2;2;0;0;FB;ESP;Groups;TA/TO;0;0;0;A;C;0;No Deposit;38;;0;Transient-Party;64;0;0;Check-Out;2018-11-22
Resort Hotel;0;36;2018;November;47;20;0;2;2;0;0;FB;ESP;Groups;TA/TO;0;0;0;A;C;0;No Deposit;38;;0;Transient-Party;64;0;0;Check-Out;2018-11-22
Resort Hotel;0;36;2018;November;47;20;0;2;2;0;0;FB;ESP;Groups;TA/TO;0;0;0;A;A;0;No Deposit;38;;0;Transient-Party;64;0;0;Check-Out;2018-11-22
Resort Hotel;0;36;2018;November;47;20;0;2;2;0;0;FB;ESP;Groups;TA/TO;0;0;0;A;A;0;No Deposit;38;;0;Transient-Party;64;0;0;Check-Out;2018-11-22
Resort Hotel;0;36;2018;November;47;20;0;2;2;0;0;FB;ESP;Groups;TA/TO;0;0;0;A;A;0;No Deposit;38;;0;Transient-Party;64;0;0;Check-Out;2018-11-22
Resort Hotel;0;36;2018;November;47;20;0;2;1;0;0;FB;ESP;Groups;TA/TO;0;0;0;A;A;1;No Deposit;38;;0;Transient-Party;48;0;0;Check-Out;2018-11-22
Resort Hotel;0;39;2018;November;47;20;0;2;2;0;0;BB;BRA;Online TA;TA/TO;0;0;0;A;D;0;No Deposit;240;;0;Transient;36.5;0;1;Check-Out;2018-11-22
Resort Hotel;0;36;2018;November;47;20;0;2;2;0;0;FB;ESP;Groups;TA/TO;0;0;0;A;C;0;No Deposit;38;;0;Transient-Party;64;0;0;Check-Out;2018-11-22
Resort Hotel;0;36;2018;November;47;20;0;2;2;0;0;FB;ESP;Groups;TA/TO;0;0;0;A;C;0;No Deposit;38;;0;Transient-Party;64;0;0;Check-Out;2018-11-22
Resort Hotel;0;36;2018;November;47;20;0;2;2;0;0;FB;ESP;Groups;TA/TO;0;0;0;A;C;0;No Deposit;38;;0;Transient-Party;64;0;0;Check-Out;2018-11-22
Resort Hotel;0;8;2018;November;47;20;0;2;2;0;0;BB;PRT;Direct;Direct;0;0;0;A;E;1;No Deposit;;;0;Transient;37;1;2;Check-Out;2018-11-22
Resort Hotel;0;36;2018;November;47;20;0;2;2;0;0;FB;ESP;Groups;TA/TO;0;0;0;A;C;0;No Deposit;38;;0;Transient-Party;64;0;0;Check-Out;2018-11-22
Resort Hotel;0;36;2018;November;47;20;0;2;2;0;0;FB;ESP;Groups;TA/TO;0;0;0;A;A;0;No Deposit;38;;0;Transient-Party;64;0;0;Check-Out;2018-11-22
Resort Hotel;0;36;2018;November;47;20;0;2;2;0;0;FB;ESP;Groups;TA/TO;0;0;0;A;C;0;No Deposit;38;;0;Transient-Party;64;0;0;Check-Out;2018-11-22
Resort Hotel;0;36;2018;November;47;20;0;2;2;0;0;FB;ESP;Groups;TA/TO;0;0;0;A;C;0;No Deposit;38;;0;Transient-Party;64;0;0;Check-Out;2018-11-22
Resort Hotel;0;36;2018;November;47;20;0;2;1;0;0;FB;ESP;Groups;TA/TO;0;0;0;A;A;0;No Deposit;38;;0;Transient-Party;48;0;0;Check-Out;2018-11-22
Resort Hotel;0;36;2018;November;47;20;1;2;0;0;0;SC;ESP;Groups;TA/TO;0;0;0;A;C;0;No Deposit;38;;0;Transient-Party;0;0;0;Check-Out;2018-11-23
Resort Hotel;0;24;2018;November;47;21;0;1;2;0;0;BB;PRT;Corporate;Corporate;0;0;0;A;E;0;No Deposit;;342;0;Transient-Party;32;0;0;Check-Out;2018-11-22
Resort Hotel;0;24;2018;November;47;21;0;1;2;0;0;BB;PRT;Corporate;Corporate;0;0;0;A;A;0;No Deposit;;342;0;Transient-Party;32;0;0;Check-Out;2018-11-22
Resort Hotel;0;24;2018;November;47;21;0;1;2;0;1;BB;PRT;Corporate;Corporate;0;0;0;A;C;1;No Deposit;;342;0;Transient-Party;32;0;1;Check-Out;2018-11-22
Resort Hotel;0;78;2018;November;47;21;0;1;2;0;0;BB;PRT;Corporate;Corporate;0;0;0;A;D;0;No Deposit;;342;0;Transient-Party;32;0;0;Check-Out;2018-11-22
Resort Hotel;0;78;2018;November;47;21;0;1;2;0;0;BB;PRT;Corporate;Corporate;0;0;0;A;A;0;No Deposit;;342;0;Transient-Party;32;0;0;Check-Out;2018-11-22
Resort Hotel;0;78;2018;November;47;21;0;1;2;0;0;BB;PRT;Corporate;Corporate;0;0;0;A;D;0;No Deposit;;342;0;Transient-Party;32;0;0;Check-Out;2018-11-22
Resort Hotel;0;78;2018;November;47;21;0;1;2;0;0;BB;PRT;Corporate;Corporate;0;0;0;A;E;0;No Deposit;;342;0;Transient-Party;32;0;0;Check-Out;2018-11-22
Resort Hotel;0;78;2018;November;47;21;0;1;2;0;0;BB;PRT;Corporate;Corporate;0;0;0;A;D;0;No Deposit;;342;0;Transient-Party;32;0;0;Check-Out;2018-11-22
Resort Hotel;0;78;2018;November;47;21;0;1;2;0;0;BB;PRT;Corporate;Corporate;0;0;0;A;D;0;No Deposit;;342;0;Transient-Party;32;0;0;Check-Out;2018-11-22
Resort Hotel;0;78;2018;November;47;21;0;1;2;0;0;BB;PRT;Corporate;Corporate;0;0;0;A;D;0;No Deposit;;342;0;Transient-Party;32;0;0;Check-Out;2018-11-22
Resort Hotel;0;24;2018;November;47;21;0;1;2;1;0;BB;PRT;Corporate;Corporate;0;0;0;A;G;1;No Deposit;;342;0;Transient-Party;44;0;0;Check-Out;2018-11-22
Resort Hotel;0;24;2018;November;47;21;0;1;2;0;0;BB;PRT;Corporate;Corporate;0;0;0;A;E;0;No Deposit;;342;0;Transient-Party;32;0;0;Check-Out;2018-11-22
Resort Hotel;0;24;2018;November;47;21;0;1;2;0;0;BB;PRT;Corporate;Corporate;0;0;0;A;A;0;No Deposit;;342;0;Transient-Party;32;0;0;Check-Out;2018-11-22
Resort Hotel;0;15;2018;November;47;21;0;1;2;2;0;BB;PRT;Corporate;Corporate;0;0;0;C;H;2;No Deposit;;342;0;Transient-Party;56;0;0;Check-Out;2018-11-22
Resort Hotel;0;78;2018;November;47;21;0;1;2;0;0;BB;PRT;Corporate;Corporate;0;0;0;A;D;0;No Deposit;;342;0;Transient-Party;32;0;0;Check-Out;2018-11-22
Resort Hotel;0;78;2018;November;47;21;0;1;2;0;0;BB;PRT;Corporate;Corporate;0;0;0;A;E;0;No Deposit;;342;0;Transient-Party;32;0;0;Check-Out;2018-11-22
Resort Hotel;0;78;2018;November;47;21;0;1;2;0;0;BB;PRT;Corporate;Corporate;0;0;0;A;D;0;No Deposit;;342;0;Transient-Party;32;0;0;Check-Out;2018-11-22
Resort Hotel;0;78;2018;November;47;21;0;1;2;0;0;BB;PRT;Corporate;Corporate;0;0;0;A;D;0;No Deposit;;342;0;Transient-Party;32;0;0;Check-Out;2018-11-22
Resort Hotel;0;78;2018;November;47;21;0;1;2;0;0;BB;PRT;Corporate;Corporate;0;0;0;A;D;0;No Deposit;;342;0;Transient-Party;32;0;0;Check-Out;2018-11-22
